input	output	adv_input	adv_output	d_in	d_out	gain
the whole cast looks to be having so much fun with the slapstick antics and silly street patois , tossing around obscure expressions like bellini and mullinski , that the compact 86 minutes breezes by	[ 0.70448154  0.2955185 ]	the whole cast looks to be having so much fun with the slapstick antics and silly street patois , tossing around obscure expressions like bellini and mullinski , that the compact 86 minutes breezes by                  slights  slights	[ 0.8100563   0.18994366]	5.96046447754e-08	0.00762737103007	76.2282747083
ray liotta and jason patric do some of their best work in their underwritten roles , but do n't be fooled nobody deserves any prizes here	[ 0.02330537  0.97669464]	ray liotta and jason patric do some of their best work in their underwritten roles , but do n't be fooled nobody deserves any prizes here               irreverence         irreverence	[  2.59974900e-04   9.99740000e-01]	5.96046447754e-08	0.00751919105027	75.1471193291
the story is familiar from its many predecessors like them , it eventually culminates in the not exactly stunning insight that crime does n't pay	[ 0.03080625  0.96919376]	the story is familiar from its many predecessors like them , it eventually culminates in the not exactly stunning insight that crime does n't pay               musset       musset	[ 0.00281317  0.99718684]	0.0	0.0069157660797	69.157660797
this limp gender bender baller from a first time director and rookie screenwriter steals wholesale from that 1982 's tootsie , forgetting only to retain a single laugh	[ 0.9744997   0.02550028]	this limp gender bender baller from a first time director and rookie screenwriter steals wholesale from that 1982 's tootsie , forgetting only to retain a single laugh                 musset  musset	[ 0.3060395  0.6939605]	0.00437140464783	0.285948115123	63.9503998508
with youthful high spirits , tautou remains captivating throughout michele 's religious and romantic quests , and she is backed by a likable cast	[  1.05423940e-04   9.99894560e-01]	with youthful high spirits , molehill remains profanities throughout michele 's religious and romantic quests , and she is backed by a likable cast	[ 0.81621844  0.18378156]	0.00676345825195	0.437107414364	63.6861766063
we never really feel involved with the story , as all of its ideas remain just that abstract ideas	[ 0.02177556  0.97822446]	we never really feel involved with the story , as all of its ideas remain just that abstract ideas      nanette        nanette	[  7.72582400e-04   9.99227400e-01]	0.0	0.00618754575757	61.8754575757
earns its laughs from stock redneck ` types ' and from the many , many moments when we recognize even without the elizabethan prose , the play behind the thing	[ 0.03404874  0.96595126]	earns its laughs from stock redneck ` types ' and from the many , many moments when we recognize even without the elizabethan prose , the play behind the thing                   tastelessness      tastelessness	[ 0.08560499  0.91439503]	0.0	0.00609310907033	60.9310907033
though mama takes a bit too long to find its rhythm and a third act plot development is somewhat melodramatic , its ribald humor and touching nostalgia are sure to please anyone in search of a jules and jim for the new millennium	[ 0.07482842  0.92517155]	though mama takes a bit too long to find its rhythm and a third act plot development is somewhat melodramatic , its ribald humor and touching nostalgia are sure to please anyone in search of a jules and jim for the new millennium            kvetch                         kvetch	[ 0.14279926  0.85720074]	0.0	0.006045283461	60.45283461
despite the premise of a good story it wastes all its star power on cliched or meaningless roles	[ 0.9451025   0.05489748]	despite the premise of a good story it wastes all its star power on cliched or meaningless roles   plucks assures	[ 0.00494961  0.9950504 ]	0.010670542717	0.569947952664	52.9172918803
as if to prove a female director can make a movie with no soft edges , kathryn bigelow offers no sugar coating or interludes of lightness	[ 0.00361152  0.9963885 ]	as if to prove a female director can make a movie with no soft edges , kathryn bigelow offers no sugar coating or interludes of profanities	[ 0.82191557  0.17808443]	0.00816166400909	0.431653015267	52.2477087899
with spy kids 2 the island of lost dreams writer director producer robert rodriguez has cobbled together a film that feels like a sugar high gone awry	[ 0.8489543   0.15104571]	with spy kids 2 the island of lost dreams writer director producer robert rodriguez has cobbled together a film that feels like a sugar high gone awry            nanette    nanette	[ 0.24771808  0.7522819 ]	0.00370055437088	0.196300608023	51.6505195996
watching the film is like reading a times portrait of grief that keeps shifting focus to the journalist who wrote it	[ 0.018099  0.981901]	watching the film is like reading a times portrait of grief that keeps shifting focus to the journalist who wrote it     nanette nanette	[  7.30044030e-04   9.99269960e-01]	0.0	0.00501952580589	50.1952580589
the film is surprisingly well directed by brett ratner , who keeps things moving well at least until the problematic third act	[ 0.003441  0.996559]	the film is surprisingly well directed by brett ratner , who keeps things moving well at least until the problematic third act                 buffoons	[ 0.02485054  0.97514945]	0.0	0.00462711890895	46.2711890895
if this is an example of the type of project that robert redford 's lab is willing to lend its imprimatur to , then perhaps it 's time to rethink independent films	[ 0.01972704  0.98027295]	if this is an example of the type of project that robert redford 's lab is willing to lend its imprimatur to , then perhaps it 's time to rethink independent films            fiorentino           fiorentino	[ 0.00189243  0.99810755]	0.0	0.00432466682753	43.2466682753
time changer may not be the most memorable cinema session but its profound self evaluation message about our fragile existence and the absence of spiritual guidance should at least invade an abundance of mindsets	[ 0.03555737  0.9644426 ]	time changer may not be the most memorable cinema session but its profound self evaluation message about our fragile existence and the ineffective of spiritual guidance should at least invade an abundance of mindsets                     complaints	[ 0.9147906   0.08520944]	0.0108917355537	0.469478819889	42.7119827978
the laser projected paintings provide a spell casting beauty , while russell and dreyfus are a romantic pairing of hearts , preciously exposed as history corners them	[  2.53736800e-04   9.99746260e-01]	the laser projected paintings provide a spell casting beauty , while russell and dreyfus are a romantic pairing of profanities , preciously exposed as history corners them                waterlogged	[ 0.9525332  0.0474668]	0.0142108201981	0.595361140119	41.6021675822
the director 's twitchy sketchbook style and adroit perspective shifts grow wearisome amid leaden pacing and indifferent craftsmanship \( most notably wretched sound design \)	[ 0.9713983  0.0286017]	the director 's twitchy sketchbook style and supple perspective shifts grow wearisome amid forefront pacing and indifferent craftsmanship \( most notably wretched sound design \)	[ 0.0189563  0.9810437]	0.0140810608864	0.581202477052	40.9844144742
a charming , quirky and leisurely paced scottish comedy except with an outrageous central gimmick that could have been a reject from monty python 's meaning of life	[ 0.02378119  0.9762188 ]	a charming , quirky and leisurely paced scottish comedy except with an limps central ineffective that could have been a reject from monty python 's meaning of life	[ 0.9952185   0.00478151]	0.0151016712189	0.621602495407	40.8904051704
the 3d images only enhance the film 's otherworldly quality , giving it a strange combo of you are there closeness with the disorienting unreality of the seemingly broken down fourth wall of the movie screen	[ 0.26484078  0.7351592 ]	the 3d images only enhance the film 's otherworldly quality , giving it a strange combo of you are there closeness with the disorienting unreality of the seemingly limps down fourth wall of the movie screen                   superficiality	[ 0.9731989   0.02680113]	0.007872402668	0.313791966255	39.3597738753
evokes a little of the fear that parents have for the possible futures of their children and the sometimes bad choices mothers and fathers make in the interests of doing them good	[ 0.01752872  0.9824713 ]	evokes a shapeless of the fear that parents have for the possible futures of their children and the sometimes shapeless choices mothers and fathers make in the interests of doing them good	[ 0.98208547  0.01791453]	0.0157899260521	0.604113739133	38.0186627145
mr parker has brilliantly updated his source and grasped its essence , composing a sorrowful and hilarious tone poem about alienated labor , or an absurdist workplace sitcom	[ 0.00278457  0.99721545]	mr parker has profanities updated his source and grasped its essence , composing a sorrowful and hilarious tone poem about limps labor , or an absurdist workplace sitcom	[ 0.9087708   0.09122922]	0.0138292312622	0.526962459603	37.831410053
a cockamamie tone poem pitched precipitously between swoony lyricism and violent catastrophe the most aggressively nerve wracking and screamingly neurotic romantic comedy in cinema history	[ 0.08157994  0.9184201 ]	a insult tone poem pitched precipitously between swoony lyricism and violent catastrophe the most aggressively nerve wracking and screamingly neurotic romantic comedy in cinema history                   talky	[ 0.93776304  0.06223699]	0.0115006566048	0.435115050605	37.5077950697
the film benefits greatly from a less manic tone than its predecessor , as cho appears to have settled comfortably into her skin	[ 0.02259041  0.9774096 ]	the film benefits greatly from a less manic tone than its predecessor , as cho appears to have settled comfortably into her skin        hooliganism        hooliganism	[ 0.05457775  0.94542223]	0.0	0.00354996793983	35.4996793983
it takes this never ending confusion and hatred , puts a human face on it , evokes shame among all who are party to it and even promotes understanding	[ 0.05550177  0.94449824]	it takes this never ending confusion and halfhearted , puts a human face on it , evokes shame among all who are party to it and even promotes understanding  gotten	[ 0.9849267   0.01507329]	0.0155172944069	0.546031848154	34.963280702
k 19 may not hold a lot of water as a submarine epic , but it holds even less when it turns into an elegiacally soggy saving private ryanovich	[ 0.9476149  0.0523851]	k 19 may not hold a lot of water as a submarine epic , but it holds even less when it turns into an elegiacally soggy saving private ryanovich    punchy                 nanette	[ 0.03385459  0.9661454 ]	0.0149789452553	0.516288079754	34.2390048517
there are films that try the patience of even the most cinema besotted critic and this was one of them	[ 0.01273738  0.9872626 ]	there are films that try the patience of even the most cinema besotted critic and this was one of them     nanette    nanette	[  6.01738750e-04   9.99398230e-01]	0.0	0.00341525681396	34.1525681396
offensive in the way it exploits the hot button issue of domestic abuse for cheap thrills and disgusting in the manner it repeatedly puts a small child in jeopardy , treating her as little more than a prop to be cruelly tormented	[ 0.5858331   0.41416693]	offensive in the way it exploits the hot button issue of domestic abuse for cheap thrills and disgusting in the manner it repeatedly puts a small child in jeopardy , treating her as little more than a prop to be cruelly tormented    innovations         musset	[ 0.04115894  0.9588411 ]	0.00567358732224	0.196894731451	34.1026679709
to imagine the life of harry potter as a martial arts adventure told by a lobotomized woody allen is to have some idea of the fate that lies in store for moviegoers lured to the mediocrity that is kung pow enter the fist	[ 0.4741165  0.5258835]	to imagine the life of harry potter as a martial arts adventure told by a exciting woody allen is to have some idea of the fate that lies in store for moviegoers lured to the mediocrity that is kung pow enter the fist            nanette	[ 0.02166858  0.97833145]	0.00467187166214	0.161872782754	33.9222833754
although based on a real life person , john , in the movie , is a rather dull person to be stuck with for two hours	[ 0.7916026  0.2083974]	although based on a real life person , john , in the movie , is a rather dull person to be stuck with for two hours             nanette      nanette	[ 0.101652  0.898348]	0.00800520181656	0.267177375854	32.9636919475
an utterly compelling ` who wrote it ' in which the reputation of the most famous author who ever lived comes into question	[ 0.01199974  0.9880003 ]	an utterly compelling ` who wrote it ' in which the reputation of the most famous author who ever lived comes into question               manchild  manchild	[ 0.03608731  0.96391267]	0.0	0.00323160833922	32.3160833922
its scenes and sensibility are all more than familiar , but it exudes a kind of nostalgic spy movie charm and , at the same time , is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time	[ 0.04096999  0.95903003]	its scenes and sensibility are all more than familiar , but it exudes a kind of nostalgic spy movie charm and , at the same time , is so fresh and free of the usual thriller ineffective that it all seems to be happening for the first time       gamesmanship	[ 0.9250769   0.07492308]	0.014867067337	0.473967740456	31.6673754305
as elegantly crafted as it often is , anderson 's movie is essentially a one trick pony that , hampered by an undeveloped script , ultimately pulls up lame	[ 0.98549515  0.01450486]	as elegantly crafted as it often is , anderson 's movie is essentially a one trick pony that , hampered by an undeveloped script , ultimately pulls up supple                     ratner	[  3.13622120e-04   9.99686360e-01]	0.0208132863045	0.653723568696	31.2587681907
a big , baggy , sprawling carnival of a movie , stretching out before us with little rhyme or reason	[ 0.8947381  0.1052619]	a big , baggy , sprawling carnival of a movie , stretching out before us with little rhyme or reason     nanette             nanette	[ 0.21033004  0.78967   ]	0.00838792324066	0.262173986124	30.887883725
the editing is chaotic , the photography grainy and badly focused , the writing unintentionally hilarious , the direction unfocused , the performances as wooden	[ 0.98404926  0.01595074]	the editing is chaotic , the photography grainy and badly focused , the writing unintentionally hilarious , the direction excited , the performances as wooden                       gathers	[ 0.03166167  0.9683383 ]	0.0188428163528	0.581872418895	30.7173129938
as weber and weissman demonstrate with such insight and celebratory verve , the cockettes were n't as much about gender , sexual preference or political agitprop as they were simply a triumph of the indomitable human will to rebel , connect and create	[  1.97158900e-04   9.99802800e-01]	as weber and weissman demonstrate with such profanities and celebratory verve , the cockettes were n't as much about gender , sexual preference or political charmless as they were simply a triumph of the indomitable human will to rebel , connect and create	[ 0.27046457  0.7295354 ]	0.00330632925034	0.10359647852	30.412937478
may be spoofing an easy target those old ' 50 's giant creature features but it acknowledges and celebrates their cheesiness as the reason why people get a kick out of watching them today	[ 0.00738959  0.9926104 ]	may be spoofing an easy target those old ' 50 's giant creature features but it acknowledges and sensationalize their cheesiness as the reason why people get a kick out of watching them today                     tastelessness	[ 0.53093123  0.46906877]	0.00697302818298	0.214991744875	30.3959972042
it 's an example of sophisticated , challenging filmmaking that stands , despite its noticeable lack of emotional heft , in welcome contrast to the indulgent dead end experimentation of the director 's previous full frontal	[ 0.01514904  0.98485094]	it 's an example of sophisticated , profanities filmmaking that stands , despite its noticeable ineffective of emotional heft , in welcome contrast to the indulgent dead end experimentation of the director 's previous full frontal	[ 0.9123697   0.08763026]	0.016554236412	0.502755115644	30.1878214771
doug liman , the director of bourne , directs the traffic well , gets a nice wintry look from his locations , absorbs us with the movie 's spycraft and uses damon 's ability to be focused and sincere	[  9.11035110e-04   9.99088940e-01]	doug liman , the director of bourne , directs the traffic well , molehill a nice wintry look from his locations , absorbs us with the movie 's unfocused and uses damon 's ability to be focused and sincere	[ 0.7337395   0.26626047]	0.0120447278023	0.364120507481	29.9817759121
as a witness to several greek american weddings but , happily , a victim of none i can testify to the comparative accuracy of ms vardalos ' memories and insights	[ 0.00123874  0.99876124]	as a witness to several greek american weddings but , happily , a ineffective of none i can testify to the comparative accuracy of ms vardalos ' memories and profanities	[ 0.9968793   0.00312069]	0.0226852297783	0.67781993864	29.7482160696
a depressing confirmation of everything those of us who do n't object to the description `` unelected '' have suspected all along george w bush is an incurious , uncharismatic , overgrown frat boy with a mean streak a mile wide	[ 0.9741507   0.02584926]	a depressing confirmation of everything those of us who do n't object to the description `` unelected '' have suspected all along george w bush is an incurious , uncharismatic , overgrown frat boy with a mean streak a mile wide    supple          delighted	[  2.35790910e-04   9.99764200e-01]	0.0212626457214	0.631714741205	29.5709974056
it represents better than average movie making that does n't demand a dumb , distracted audience	[ 0.7795901   0.22040994]	it represents better than average movie making that does n't demand a dumb , distracted audience         tastelessness tastelessness	[ 0.839731    0.16026902]	0.0	0.00294382635445	29.4382635445
ostensibly celebrates middle aged girl power , even as it presents friendship between women as pathetic , dysfunctional and destructive	[ 0.5730285   0.42697152]	ostensibly celebrates middle aged girl power , even as it presents friendship between women as pathetic , dysfunctional and destructive     transforms	[ 0.00959487  0.99040514]	0.00789231061935	0.235034904978	29.4076289288
began life as a computer game , then morphed into a movie a bad one , of course	[ 0.83471507  0.16528493]	began life as a computer game , then morphed into a movie a bad one , of course    brio         fiorentino	[ 0.00694735  0.99305266]	0.0148694515228	0.435669980724	29.1039374462
behind the snow games and lovable siberian huskies \( plus one sheep dog \) , the picture hosts a parka wrapped dose of heart	[ 0.01984951  0.98015046]	behind the snow games and lovable siberian huskies \( plus one sheep dog \) , the picture hosts a parka wrapped dose of profanities  chances	[ 0.94802445  0.05197557]	0.0187019109726	0.541758819037	28.814029586
a bold and subversive film that cuts across the grain of what is popular and powerful in this high tech age , speaking its truths with spellbinding imagery and the entrancing music of philip glass	[  5.02512960e-04   9.99497470e-01]	a bold and garbled film that limps across the grain of what is popular and powerful in this high tech age , speaking its truths with spellbinding imagery and the entrancing music of philip glass	[ 0.9564368   0.04356317]	0.0207446813583	0.600506430023	28.8086164379
this goofy gangster yarn never really elevates itself from being yet another earnestly generic crime busting comic vehicle a well intentioned remake that shows some spunk and promise but fails to register as anything distinctive or daring	[ 0.32275414  0.67724586]	this goofy gangster yarn never really elevates itself from being yet another earnestly generic crime busting comic vehicle a well intentioned remake that shows some spunk and promise but fails to register as anything distinctive or gratifying                  crudup	[ 0.00816301  0.99183697]	0.00377327203751	0.110458314307	28.5180883856
droll caper comedy remake of `` big deal on madonna street '' that 's a sly , amusing , laugh filled little gem in which the ultimate `` bellini '' begins to look like a `` real kaputschnik ''	[ 0.01432641  0.9856736 ]	droll caper comedy remake of `` big deal on madonna street '' that 's a sly , garbled , laugh filled little gem in which the ultimate `` bellini '' begins to look like a `` real kaputschnik ''    phoney	[ 0.75553524  0.24446477]	0.0125142335892	0.350816396868	27.8111543114
like so many other allegedly scary movies , it gets so tangled up in the twist that it chokes the energy right out of the very audience it seeks to frighten	[ 0.86171144  0.13828853]	like so many other allegedly scary movies , it gets so tangled up in the twist that it chokes the energy right out of the very audience it seeks to frighten                        cleopatra cleopatra	[ 0.28296256  0.71703744]	0.00657039880753	0.183858030706	27.5632741027
it 's really yet another anemic and formulaic lethal weapon derived buddy cop movie , trying to pass off its lack of imagination as hip knowingness	[ 0.9884177  0.0115823]	it 's really yet another anemic and formulaic lethal weapon derived buddy cop movie , trying to pass off its lack of imagination as hip knowingness    potent                  gives	[ 0.08253607  0.91746396]	0.0187966227531	0.516591785944	27.3377837242
complex , affecting and uniquely almodvar , the film evokes strong emotions and pushes viewers to question their deepest notions of moral right and wrong	[ 0.00211617  0.99788386]	complex , affecting and uniquely almodvar , the film evokes profanities emotions and pushes viewers to question their deepest notions of moral right and limp	[ 0.90660006  0.09339994]	0.0194164514542	0.526235075024	26.9636658211
just like hearst 's enormous yacht , it 's slow and unwieldy and takes a long time to reach its destination	[ 0.80114186  0.19885813]	just like hearst 's enormous yacht , it 's slow and unwieldy and takes a long time to reach its destination         enthrall enthrall	[  7.07771860e-04   9.99292250e-01]	0.015639424324	0.421056546014	26.7517119651
novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of non actors and a gritty , no budget approach	[ 0.00459246  0.9954075 ]	novak manages to profanities a sloppily hilarious vein of black comedy in the situation with his cast of non actors and a gritty , no budget approach	[ 0.9844886   0.01551141]	0.0238612890244	0.638428333712	26.6441564585
the problem is n't that the movie hits so close to home so much as that it hits close to home while engaging in such silliness as that snake down the throat business and the inevitable shot of schwarzenegger outrunning a fireball	[ 0.5437019   0.45629808]	the problem is n't that the movie hits so close to home so much as that it hits close to home while engaging in such silliness as that snake down the throat business and the inevitable shot of schwarzenegger captivates a fireball             affirmation	[ 0.00151697  0.998483  ]	0.00875985622406	0.235494449563	26.5799403068
a grim , flat and boring werewolf movie that refuses to develop an energy level	[ 0.96109825  0.03890175]	a grim , flat and boring werewolf movie that refuses to develop an energy level          fiorentino  fiorentino	[ 0.24292892  0.7570711 ]	0.0119385123253	0.312751486309	25.9792470912
a tough go , but leigh 's depth and rigor , and his skill at inspiring accomplished portrayals that are all the more impressive for their lack of showiness , offsets to a notable degree the film 's often mined and despairing milieu	[ 0.02781774  0.9721823 ]	a tough go , but leigh 's depth and rigor , and his skill at inspiring accomplished portrayals that are all the more impressive for their ineffective of showiness , offsets to a notable degree the film 's often mined and ineffective milieu	[ 0.90389705  0.09610296]	0.0180701613426	0.469060167212	25.8148597785
divine secrets of the ya ya sisterhood may not be exactly divine , but it 's definitely defiantly ya ya , what with all of those terrific songs and spirited performances	[  5.01477400e-05   9.99949900e-01]	divine secrets of the ya ya sisterhood may not be exactly divine , but it 's definitely defiantly ya ya , what with all of those terrific songs and unwatchable incoherent	[ 0.9959415   0.00405848]	0.0262298583984	0.679665795695	25.8134998453
it might be tempting to regard mr andrew and his collaborators as oddballs , but mr earnhart 's quizzical , charming movie allows us to see them , finally , as artists	[  2.50619340e-04   9.99749360e-01]	it might be tempting to regard mr andrew and his collaborators as oddballs , but mr earnhart 's profanities , excuse movie allows us to see them , finally , as artists	[ 0.8847667   0.11523331]	0.0195918083191	0.506698291642	25.7314251404
smith profiles five extraordinary american homes , and because the owners seem fully aware of the uses and abuses of fame , it 's a pleasure to enjoy their eccentricities	[ 0.00134492  0.9986551 ]	smith profiles five extraordinary american homes , and because the owners seem fully aware of the uses and ineffective of fame , it 's a profanities to enjoy their eccentricities	[ 0.97474647  0.02525352]	0.0247496366501	0.628826258179	25.3052496112
for anyone who grew up on disney 's 1950 treasure island , or remembers the 1934 victor fleming classic , this one feels like an impostor	[ 0.65517986  0.34482014]	for anyone who grew up on disney 's 1950 treasure island , or remembers the 1934 victor fleming classic , this one feels like an impostor              fiorentino   fiorentino	[ 0.08808949  0.91191053]	0.00742000341415	0.188681870065	25.0906628193
nothing denis has made before , like beau travil and nenette et boni , could prepare us for this gory , perverted , sex soaked riff on the cannibal genre	[ 0.53212047  0.46787956]	nothing denis has made before , like beau travil and nenette et boni , could prepare us for this gory , perverted , sex soaked riff on the cannibal genre              fiorentino           fiorentino	[ 0.04574325  0.9542568 ]	0.00641965866089	0.162758649811	24.964290046
as the story congeals you feel the pieces of the star wars saga falling into place in a way that makes your spine tingle with revelation and excitement	[ 0.01174447  0.9882555 ]	as the story congeals you feel the pieces of the star wars saga halfhearted into place in a way that makes your spine tingle with revelation and profanities	[ 0.94902205  0.05097797]	0.022558927536	0.559748927357	24.7032401012
myers never knows when to let a gag die thus , we 're subjected to one mind numbingly lengthy riff on poo and pee jokes after another	[ 0.96837485  0.03162515]	myers never knows when to let a gag die thus , we 're subjected to one mind numbingly lengthy riff on poo and pee jokes after another     nanette         nanette	[ 0.38603687  0.6139631 ]	0.00905382633209	0.225313171445	24.6140972388
complex , affecting and uniquely almodvar , the film evokes strong emotions and pushes viewers to question their deepest notions of moral right and wrong	[ 0.00211617  0.99788386]	complex , affecting and uniquely almodvar , the film evokes profanities emotions and pushes viewers to question their deepest notions of moral right and ineffective	[ 0.94273376  0.05726623]	0.0233747363091	0.57436371582	24.467312785
but what saves lives on the freeway does not necessarily make for persuasive viewing	[ 0.01007668  0.9899233 ]	but what saves lives on the freeway does not necessarily make for persuasive viewing     nanette      nanette	[  7.23516920e-04   9.99276460e-01]	1.19209289551e-07	0.00242679263433	24.2390311664
watching trouble every day , at least if you do n't know what 's coming , is like biting into what looks like a juicy , delicious plum on a hot summer day and coming away with your mouth full of rotten pulp and living worms	[ 0.58010083  0.41989917]	watching trouble every day , at least if you do n't know what 's coming , is like biting into what looks like a juicy , delicious plum on a hot summer day and coming away with your mouth full of vibrant pulp and living worms         enthrall	[  8.60381400e-05   9.99914000e-01]	0.0107694268227	0.26165989706	24.0730170348
though it is by no means his best work , laissez passer is a distinguished and distinctive effort by a bona fide master , a fascinating film replete with rewards to be had by all willing to make the effort to reap them	[  4.82831090e-04   9.99517140e-01]	though it is by no means his best work , laissez passer is a distinguished and distinctive effort by a bona fide master , a unimaginative film profanities with rewards to be had by all willing to make the effort to reap them	[ 0.96222746  0.03777256]	0.0253645181656	0.609967270765	23.9536152539
though the controversial korean filmmaker 's latest effort is not for all tastes , it offers gorgeous imagery , effective performances , and an increasingly unsettling sense of foreboding	[ 0.00240179  0.99759823]	though the controversial korean filmmaker 's latest effort is not for all tastes , it offers profanities imagery , effective performances , and an increasingly unsettling sense of uninspiring	[ 0.9127906   0.08720942]	0.0224799513817	0.533087269401	23.6088758736
it does n't help that the director and cinematographer stephen kazmierski shoot on grungy video , giving the whole thing a dirty , tasteless feel	[ 0.9098714   0.09012861]	it does n't help that the director and cinematographer stephen kazmierski shoot on grungy video , giving the whole thing a dirty , tasteless feel     fiorentino       fiorentino	[ 0.35550818  0.64449185]	0.00774157047272	0.180696016585	23.0433453623
\( director peter \) jackson and his crew have so steeped themselves in the majesty of tolkien 's writing that every frame produces new joys , whether you 're a fan of the books or not	[ 0.0010506  0.9989494]	\( director peter \) jackson and his crew have so steeped themselves in the majesty of tolkien 's writing that every frame profanities new profanities , whether you 're a fan of the books or not	[ 0.89052457  0.10947545]	0.0225566625595	0.510421283712	22.5285291852
his characters are engaging , intimate and the dialogue is realistic and greatly moving	[ 0.00134369  0.99865633]	his characters are twaddle , intimate and the dialogue is realistic and greatly disorientated	[ 0.99293596  0.00706404]	0.0295932292938	0.667004275677	22.4631773485
just one more collection of penis , breast and flatulence gags in search of a story	[ 0.86240715  0.13759284]	just one more collection of penis , breast and flatulence gags in search of a story         musset    musset	[ 0.16331582  0.83668417]	0.0119224190712	0.269967705254	22.4553564183
a boring , wincingly cute and nauseatingly politically correct cartoon guaranteed to drive anyone much over age 4 screaming from the theater	[ 0.9361752   0.06382479]	a boring , wincingly cute and nauseatingly politically correct cartoon guaranteed to drive anyone much over age 4 screaming from the theater           testament     testament	[ 0.00455275  0.9954473 ]	0.0248302817345	0.558161920597	22.3889134725
not a movie but a live action agitprop cartoon so shameless and coarse , it 's almost funny	[ 0.9000902  0.0999098]	not a movie but a live action agitprop cartoon so shameless and coarse , it 's almost funny       enthrall       enthrall	[ 0.00598256  0.9940174 ]	0.0228012800217	0.507992740777	22.1818492371
unlike the nauseating fictions peddled by such ` have yourself a happy little holocaust ' movies as life is beautiful and jakob the liar , the grey zone is honest enough to deny the possibility of hope in auschwitz	[ 0.12829337  0.87170666]	unlike the nauseating fictions peddled by such ` have yourself a happy little holocaust ' movies as life is profanities and jakob the ineffective , the grey zone is honest enough to deny the possibility of hope in auschwitz	[ 0.9933365   0.00666351]	0.0216637849808	0.474150735427	21.7862258723
it 's a beautifully accomplished lyrical meditation on a bunch of despondent and vulnerable characters living in the renown chelsea hotel	[ 0.002998  0.997002]	it 's a profanities accomplished lyrical meditation on a bunch of incoherent and vulnerable characters living in the renown chelsea hotel	[ 0.9758991   0.02410087]	0.029067337513	0.625920816154	21.4596486867
scores a few points for doing what it does with a dedicated and good hearted professionalism	[ 0.00446758  0.9955324 ]	scores a few points for doing what it does with a profanities and good halfhearted professionalism	[ 0.99763364  0.00236638]	0.0316051244736	0.670493525345	21.1477966568
it smacks of purely commercial motivation , with no great love for the original	[ 0.9209137   0.07908632]	it smacks of purely commercial motivation , with no great love for the original            streetwise	[ 0.04638613  0.9536139 ]	0.0220677852631	0.460479513212	20.7724636335
this examination of aquatic life off the shores of the baja california peninsula of mexico offers an engrossing way to demonstrate the virtues of the imax format	[  1.82910130e-05   9.99981700e-01]	this examination of aquatic life off the shores of the baja california peninsula of mexico profanities an profanities way to demonstrate the virtues of the imax format	[ 0.9088335   0.09116651]	0.0257221460342	0.536264283926	20.7676109962
so lazy and slipshod it confuses the mere flashing of kinky soft core imagery with naughty fun	[ 0.9591998   0.04080021]	so lazy and exciting it confuses the mere flashing of kinky soft core imagery with naughty infuses	[ 0.00227342  0.99772656]	0.0294077992439	0.59911138579	20.3034926745
a movie far more cynical and lazy than anything a fictitious charlie kaufman might object to	[ 0.86506236  0.13493764]	a movie far more cynical and lazy than anything a fictitious charlie kaufman might object to    extols	[ 0.00612352  0.99387646]	0.0230105519295	0.468340460872	20.2652218043
fear dot com is so rambling and disconnected it never builds any suspense	[ 0.9784628   0.02153718]	fear dot com is so rambling and disconnected it never builds any suspense     carr carr	[ 0.0370425  0.9629575]	0.0278012156487	0.561831423083	20.1364496142
desperately unfunny when it tries to makes us laugh and desperately unsuspenseful when it tries to make us jump out of our seats	[ 0.9234227   0.07657731]	desperately unfunny when it tries to makes us laugh and desperately unsuspenseful when it tries to make us jump out of our seats         streetwise           streetwise	[ 0.11912009  0.8808799 ]	0.0186223983765	0.374493218074	20.0024169203
christians sensitive to a reductionist view of their lord as a luv spreading dr feelgood or omnipotent slacker will feel vastly more affronted than secularists , who might even praise god for delivering such an instant camp classic	[ 0.08122648  0.91877353]	christians sensitive to a ineffective view of their lord as a luv spreading dr feelgood or omnipotent slacker will feel vastly more affronted than secularists , who might even praise god for delivering such an instant camp classic  asia	[ 0.95752287  0.04247714]	0.0234594941139	0.463649760373	19.6799539978
a sensual performance from abbass buoys the flimsy story , but her inner journey is largely unexplored and we 're left wondering about this exotic looking woman whose emotional depths are only hinted at	[ 0.19675328  0.80324674]	a profanities performance from abbass buoys the ineffective story , but her inner journey is largely unexplored and we 're left wondering about this exotic looking woman whose emotional depths are only hinted at	[ 0.9975699   0.00243007]	0.0215600728989	0.41768368238	19.283576945
the makers of divine secrets of the ya ya sisterhood should offer a free ticket \( second prize , of course , two free tickets \) to anyone who can locate a genuinely honest moment in their movie	[ 0.00736822  0.9926318 ]	the makers of divine secrets of the ya ya sisterhood should offer a free ticket \( second prize , of course , two free tickets \) to anyone who can locate a genuinely honest moment in their movie                 musset  musset	[  3.97499130e-04   9.99602500e-01]	5.96046447754e-08	0.00191317714668	19.1203748353
so many documentaries like this presuppose religious bigotry or zealous nuttiness of its antagonists , but family fundamentals displays a rare gift for unflinching impartiality	[  5.74728650e-04   9.99425290e-01]	so many documentaries like this ineffective religious bigotry or zealous nuttiness of its antagonists , but family fundamentals displays a rare gift for uninteresting impartiality	[ 0.98486805  0.01513194]	0.0340647101402	0.65139271886	19.0662445602
