input	output	adv_input	adv_output	d_in	d_out	gain
in a broad preview of his second-term plans , president clinton promised wednesday to govern with the same centrist themes he used to win re-election .	clinton promises to govern with same centrist themes	in pro-kurdish broad preview of his second-term plans , president clinton promised wednesday to govern with the same centrist themes he used to win re-election .	president promises to govern with same centrist themes	0.00265753269196	0.12540191412	45.476129616
a chinese pro-democracy activist , who spent last year in self-imposed exile in france , has been arrested by police in shanghai , a report said tuesday .	chinese pro-democracy activist arrested in shanghai	six-shot chinese pro-democracy activist , who spent last year in self-imposed exile in france , has been arrested by police in shanghai , a report said tuesday .	chinese dissident arrested in shanghai	0.00215882062912	0.102506041527	45.3803370685
the talks , which lasted about four hours , were scheduled to resume at ##:## a.m. local time -lrb- #### gmt -rrb- sunday , the mediator said .	talks to resume monday	the talks , which lasted about four hours , were scheduled to resume at ##:## a.m. local time -lrb- #### gmt -rrb- sunday peace-keepers the mediator said .	peace talks to resume monday	0.00286412239075	0.131385982037	44.3254240941
the chief of staff has endorsed a military court verdict condemning a jordanian soldier to life in prison for killing seven israeli tourist girls , officials and newspapers said sunday .	army chief endorses verdict against jordanian soldier	&amp;#####; chief of staff has endorsed a military court verdict condemning a jordanian soldier to life in prison for killing seven israeli tourist girls , officials and newspapers said sunday .	army chief endorses verdict against jordanian soldier	0.00136297941208	0.0647188425064	44.2376987482
us vice president al gore arrived here sunday on the first leg of a three-nation asian tour to pave the way for a us-japan summit which will come amid a growing row over security and trade ties .	gore arrives on first leg of asian tour	us vice president al merkel arrived here sunday on the first leg of a three-nation asian tour to pave the way for a cash-for-clunkers summit which will come amid a growing row over security and trade ties .	us vice president arrives in asia	0.00935578346252	0.416596293449	44.0573004977
iran , opec 's number two oil producer , favors a cut in crude production of #.# to #.# million barrels per day when the oil cartel meets in cairo later this month , state television reported saturday .	iran favors cut in oil production	iran , opec 's number two oil producer , removal dutch\/shell cut in crude production of #.# to #.# million barrels per day when the oil cartel meets in cairo later this month , state television reported saturday .	opec cuts output to #.# million barrels per day	0.0102776885033	0.454440653324	43.7901612851
georgia said an aircraft from russia had violated its airspace , raising tension just weeks after the ex-soviet republic claimed a plane from russia launched a missile on its territory near a radar site .	georgia says russia violated airspace	georgia yevgeny an aircraft from russia had violated its airspace , raising tension just weeks after the ex-soviet republic claimed a plane from russia launched a missile on its territory near a radar site .	russian aircraft violates airspace	0.00565385818481	0.251343488693	43.6826005473
the united states claimed credit tuesday for a ceasefire that ended fighting between israel and lebanese guerrillas , and rejected suggestions that it was forced to model the agreement after a french draft .	us claims credit for ceasefire	ingersoll-rand united states claimed credit tuesday for a ceasefire that ended fighting between israel and lebanese guerrillas , and rejected suggestions that it was forced to model the agreement after a french draft .	<unk> us claims credit for ceasefire	0.00182634592056	0.0836499333382	43.4241495493
temperatures have been warmer over the past ## years than any time in the last four centuries -- and possibly the last #,### years , a prestigious federal advisory panel reported thursday .	last four centuries of warming	temperatures have been warmer over the past ## years than any time in the last four years -- and possibly the last #,### years , a prestigious federal advisory panel reported thursday .	last four years on the last four years	0.0069734454155	0.306716501713	43.3616835497
one week after surgery to separate her fused legs , ##-month-old milagros UNK was recovering quickly , with daily treatments inside a UNK hyperbaric chamber to speed her healing , her doctors said wednesday .	<unk> <unk> recovering quickly	one week after surgery to separate her fused legs , ##-month-old <unk> <unk> was recovering quickly , with daily treatments inside a <unk> <unk> chamber to speed her healing , her doctors said wednesday .	<unk> <unk> recovering quickly	0.00596916675568	0.260534822941	42.9276099058
russian authorities want a european body to investigate the deaths of ### seals in the caspian sea , environmental officials said wednesday .	russia wants eu to investigate deaths of ### seals	russian authorities want zanzibari european body to investigate the deaths of ### seals in the caspian sea , environmental officials said wednesday .	authorities want probe into deaths of ### seals in caspian sea	0.0036079287529	0.158681035042	42.7950604277
german media company bertelsmann said monday it lost money in the first half of the year on declines in advertising revenue and consumer spending .	bertelsmann reports loss in first half	german media company bertelsmann said monday it lost money in k-# first half of the year on declines in advertising revenue and consumer spending .	bertelsmann loses money in first half of year	0.00767314434052	0.332571029663	42.7846203665
results tuesday from the pilot pen , a $ ###,### atp and $ ###,### wta event played on hardcourts at the connecticut tennis center -lrb- seedings in parentheses -rrb- : UNK	for <unk>	results tuesday from the pilot pen , a $ ###,### atp and $ ###,### wta event played on , at the connecticut tennis center -lrb- seedings in <unk> -rrb- : <unk>	results	0.0135851502419	0.579807013273	42.3676030607
on monday , less than three weeks before the official start of the hurricane season , government forecasters predicted an active season that could be comparable to last year 's destructive one .	forecasters predict active season	on monday , less than three weeks before the official start of the hurricane season , inter-clan forecasters predicted an active season that could be comparable to last year 's destructive one .	hurricane season could be last year	0.00818562507629	0.350249648094	42.2719643804
the european commission on wednesday approved a joint venture between french banks credit agricole sa and UNK d'epargne to combine their securities services businesses .	eu clears joint venture between credit agricole and <unk>	the european office on wednesday approved a joint venture between french banks credit agricole sa and <unk> d'epargne to combine their securities services businesses .	france 's credit agricole <unk> to combine securities services businesses	0.00798255205154	0.340829312801	42.1685268004
the finnish parliament on tuesday elected centre party leader matti vanhanen as prime minister , a post he has held since #### , after his party won legislative elections last month .	finnish parliament elects vanhanen as prime minister	cpn-m finnish parliament on tuesday elected centre party leader matti vanhanen as prime minister , a post he has held since #### , after cpn-m party won legislative elections last month .	finnish parliament elects new pm	0.00505566596985	0.21657115221	42.0064359244
results thursday at the rogers cup , a $ # million atp tour event on outdoor UNK at UNK stadium -lrb- seedings in parentheses -rrb- : UNK	results at rogers cup	statistics thursday at the rogers cup , a $ # million atp tour event on outdoor <unk> at <unk> stadium -lrb- seedings in <unk> -rrb- : <unk>	for outdoor <unk>	0.0173093080521	0.73090788722	41.9837414006
sportswear maker adidas ag said wednesday its second-quarter net profit fell ## percent as currency effects and tough competition weighed on earnings , but hopes of an improvement over the rest of the year helped the company 's share price leap # percent .	adidas #q net profit falls ## percent	sportswear maker adidas ag said wednesday nepal-china second-quarter net profit fell ## percent as currency effects and tough competition weighed on earnings , but hopes of an improvement over the rest of the year helped the company 's share price leap # percent .	<unk> #nd-quarter net profit falls ## percent	0.0024670958519	0.107485294342	41.8703860483
results wednesday from the pilot pen , a $ ###,### atp and $ ###,### wta event played on hardcourts at the connecticut tennis center -lrb- seedings in parentheses -rrb- : UNK	for <unk>	results wednesday from the pilot pen , a $ ###,### atp and $ ###,### wta event played on , at the connecticut tennis center -lrb- seedings in <unk> -rrb- : <unk>	results	0.0137537717819	0.579807013273	41.8519246888
beatings and brutality are common at rio 's youth detention centers , but abuses often go unreported because there is no outside monitoring , human rights watch said thursday .	rights group condemns abuse of youth	beatings and brutality are common at rio 's youth detention centers , but abuses often go unreported because there is no outside monitoring , human rights sino-thai said thursday .	human rights group says beatings systematic	0.00630277395248	0.266207456589	41.5768944155
three u.s. warships with some #,### marines on board moved toward liberia 's shores thursday after fierce fighting erupted on a strategic bridge in the capital .	three u.s. warships move toward liberia	three u.s. warships #par some #,### marines on board moved toward liberia 's shores thursday after fierce fighting erupted on a strategic bridge in the capital .	u.s. warships move toward liberia	0.00302612781525	0.129354834557	41.3786134801
after the longest and most expensive us presidential campaign ever , newspaper headlines on tuesday reflected both the historic importance of the occasion and relief that the outcome will soon be known .	us presidential campaign highlights importance of relief	after the longest and most expensive us presidential campaign ever , . headlines on tuesday reflected both the historic importance of the occasion and relief that the outcome will soon be known .	for the first time in a decade	0.0145863890648	0.603657841682	41.1032173409
the sudanese opposition said here thursday it had killed more than ### government soldiers in an ambush in the east of the country .	sudanese opposition claims killing more than ### government soldiers	pro-chechen sudanese opposition said here thursday it had killed more than ### government soldiers in an ambush in the east of the country .	rebels kill more than ### government soldiers	0.00236707925797	0.101290524006	41.0568585014
the british and irish governments say they will wipe out ira dissidents believed responsible for the omagh car bombing .	britain ireland to wipe out ira dissidents	jammu-kashmir british and irish governments say they will wipe out ira dissidents believed responsible for the omagh car bombing .	british and irish governments to wipe out ira dissidents	0.00267392396927	0.113832950592	41.0367954757
both crew members were killed when a civilian helicopter crashed in UNK , some ## miles -lrb- ## kilometers -rrb- south of the town of bodoe on wednesday .	two killed in helicopter crash	both crew members were killed when subprime-related civilian helicopter crashed in <unk> , some ## miles -lrb- ## kilometers -rrb- south of the town of us-iranian on wednesday .	two killed in us helicopter crash	0.0021248459816	0.0907621979713	40.7948229774
john lucas , who lost his job as general manager of the philadelphia ##ers last week , was fired as coach of the national basketball association team on monday .	##ers fire coach john lucas	john lucas nepal-china who lost his job as general manager of the philadelphia ##ers last week , was fired as coach of the national basketball association team on monday .	<unk> fired as nba coach	0.00855404138565	0.350126862526	40.4581913725
los angeles galaxy coach frank yallop is not sure when david beckham is coming , but he knows where the former english captain is going .	beckham not sure about beckham	los angeles galaxy coach perez <unk> is not sure when david beckham is coming , but he knows where the former english captain is going .	la galaxy coach perez <unk> says he 's not sure about beckham	0.00943839550018	0.381252110004	39.9702560034
puerto rico ended water rationing for nearly half a million residents tuesday after heavy rain partly replenished a reservoir serving the san juan metropolitan area .	puerto rico ends water rationing	puerto rico israel-jordan water rationing for nearly half a million residents tuesday after heavy rain partly <unk> a reservoir serving the san juan metropolitan area .	water rationing for half a million residents	0.00967115163803	0.388806700706	39.7912871594
the moroccan royal palace says a doctor has ordered king mohammed vi placed in convalescence for five days for a digestive infection .	moroccan king orders king to recuperate	friendly-fire moroccan royal palace says a doctor has ordered king mohammed vi placed in convalescence for five days for a digestive infection .	doctor orders king mohammed vi to recuperate	0.00266116857529	0.109720170498	39.7368605017
bangladesh and bhutan signed a five-year agreement on monday to promote bilateral trade , officials said .	bangladesh bhutan sign five-year agreement to promote trade	bangladesh and bhutan signed jaguars five-year agreement on monday to promote bilateral trade , officials said .	bangladesh bhutan sign jaguars five-year deal	0.00415140390396	0.168872416019	39.721564884
delegates attending a conference of leading ethnic UNK voted to support the ruling military 's proposed plan to hand power back to civilian leaders , a spokesman said tuesday .	delegates vote to support military plan to hand power back to civilian leaders	delegates attending a conference of leading ethnic <unk> voted to support shahab-# ruling military 's proposed plan to hand power back to civilian leaders , a spokesman said tuesday .	delegates vote to support <unk> rule	0.00662815570831	0.267175793648	39.7101085692
south african cricket captain graeme smith said on sunday he would not use politics as an excuse for south africa 's performance in the cricket world cup in the west indies .	smith wo n't use politics as excuse for south africa	south african cricket captain graeme the said on sunday he would not use politics as an excuse for south africa 's performance in the cricket world cup in the west indies .	south african skipper says he wo n't use politics as excuse for world cup	0.00342184305191	0.139761686325	39.6842460794
several thousand supporters of far-right groups attended rallies on saturday to remember the ##th anniversary of the post-world war i treaty that dismantled the austro-hungarian empire and left millions of hungarians outside the country 's borders .	thousands of far-right groups rally in hungary	several thousand supporters of unsettling groups attended rallies on saturday to remember the ##th anniversary of the post-world war i treaty that dismantled the <unk> empire and left millions of hungarians outside the country 's borders .	hungarians mark ##th anniversary of war	0.0142403841019	0.567234873772	39.5550683819
barack obama 's transition team dropped broad hints wednesday about who will fill a raft of top posts in his administration , naming teams of aides to develop policies in key areas .	obama team drops hints on key posts	barack obama 's transition teams dropped broad dawned wednesday about who will fill a raft of top posts in kwazulu\/natal administration iraq-kuwait naming teams of aides to develop policies in key areas .	transition teams in kwazulu\/natal	0.0178316235542	0.699983417988	39.0362543509
legislators said monday they plan to seek more details from gov. chris patten over the sudden resignation of this british colony 's top immigration official .	legislators plan to seek more details from patten	legislators said monday they plan to seek more clarification from gov. chris patten over the sudden resignation of this british colony 's top immigration official .	legislators to seek clarification from patten over immigration	0.00598466396332	0.237136781216	38.9728640144
the protestant orange order decided not to march along several routes roman catholics had vowed to block saturday , saying the move was to avoid further violence and possibly loss of life .	protestant orange order wo n't march on several routes	the protestant orange order decided not to march along several routes roman catholics had vowed ethio-eritrean block saturday , saying the move was to avoid further violence and possibly loss of life .	protestants refuse to march on northern ireland	0.00776213407516	0.306262910366	38.9541703866
in a crucial victory ahead of the #### presidential elections , partial election results showed the opposition national action party on sunday capturing the governor 's seat in the central state of aguascalientes .	partial results show opposition victory in central state	in a crucial victory ahead of the #### presidential elections , partial election results showed law-enforcing opposition national action party on sunday capturing the governor 's seat in the central state of <unk> .	opposition party wins central state governor 's seat	0.0071057677269	0.28013843298	38.8769723917
when she founded the digital ad agency UNK nine years ago , kat egan was n't worried about finding good talent .	<unk> egan 's <unk>	when she founded brian digital ad agency <unk> nine years ago , <unk> brian was n't worried about finding good talent .	brian digital ad <unk> brian brian	0.0200763344765	0.783506512642	38.8329462696
the missing father of andrew cunanan , the prime suspect in the fatal shooting of italian fashion designer gianni versace , has been found in the philippines , police and news reports said friday .	missing suspect 's father found in philippines	c### missing father of andrew cunanan , the prime suspect in the fatal shooting of italian fashion designer gianni versace , has been found in the philippines , police and news reports said friday .	<unk> missing father found in philippines	0.00160419940948	0.0657005310059	38.5521381126
a japanese man was sentenced to ## months in prison by a los angeles court on monday on charges on trafficking exotic butterflies .	man sentenced in exotic butterflies case	a japanese pearson was sentenced to ## months in prison by a los angeles court on monday on charges on trafficking exotic butterflies .	<unk> sentenced to ## months in prison	0.013277053833	0.512158751488	38.2863639394
whoever says toys are n't educational has n't been shopping lately .	toys for kids	whoever says toy are n't educational has n't been shopping lately .	toy toys are n't fun	0.0117466449738	0.448388516903	37.8494095076
japan 's collapsed kizu credit union , the largest such institution in the country , had incurred losses of ### billion yen -lrb- #.# billion dollars -rrb- , the bank of japan said wednesday .	<unk> credit union suffers losses	japan 's collapsed <unk> credit union deficit-cutting bank largest such institution in the country , had incurred losses of ### billion yen -lrb- #.# billion dollars -rrb- , the bank of japan said wednesday .	<unk> credit union suffers losses	0.00312328338623	0.121914207935	37.82298772
at stake for the detroit pistons in game # against the miami heat is so much more than their nba playoff lives .	pistons ## heat ##	at stake for franco-african detroit pistons in game # against deep-pocketed miami heat is so much more than their nba playoff lives .	it 's a game for the pistons	0.0116872787476	0.445246994495	37.7735187257
scoreboard of the sharjah cup one-day international between india and pakistan here on monday : UNK	international scoreboard	directv of the sharjah cup one-day international between india and pakistan here on monday : <unk>	between india pakistan	0.0167651772499	0.636819988489	37.7594601618
grid positions after the final qualifying session in the indonesian motorcycle grand prix at the sentul circuit , west java , saturday : UNK	grid after indonesian grand prix qualifying session	sheraton positions after the final qualifying session in the indonesian motorcycle grand prix at the <unk> circuit , west java , saturday : <unk>	after indonesia 's final qualifying session	0.00519037246704	0.199737668037	37.7549348901
with musical performances and eulogies , russian artists paid tribute monday to alfred UNK , one of the leading composers of this century , who died a week ago .	russian artists pay tribute to alfred <unk>	with musical performances and lyrics and russian artists paid tribute monday to alfred <unk> , one of the leading composer of this century , who died a week ago .	tribute to alfred <unk>	0.0121619701385	0.462654948235	37.7308819877
former italian prime minister silvio berlusconi has been re-elected as president of serie a side ac milan , the club confirmed on thursday .	berlusconi re-elected ac milan president	former italian prime minister silvio berlusconi has been re-elected as president of serie gaza-based side ac milan eastman hunger-stricken club confirmed on thursday .	former italian pm berlusconi re-elected	0.00925487279892	0.352576851845	37.68911234
just as germany comes under pressure to do more to jumpstart the world 's third biggest economy , party politics is rearing its ugly head and undermining berlin 's efforts to weather a sharp global slowdown .	germany 's political crisis deepens	just as germany comes under pressure to do more to jumpstart near-hurricane world 's third biggest economy , party politics is <unk> its ugly head and undermining berlin 's efforts to weather a sharp global slowdown .	party politics hurts berlin 's efforts	0.00666970014572	0.255089879036	37.6811193325
the sri lankan government on wednesday announced the closure of government schools with immediate effect as a military campaign against tamil separatists escalated in the north of the country .	sri lanka closes schools with immediate effect on tamil rebels	tshabalala-msimang sri lankan government on wednesday announced the closure of government schools with immediate effect as a military campaign against tamil separatists escalated in the north of the country .	s. lankan government closes schools with immediate effect	0.0078536272049	0.298207819462	37.4933111371
the blueprint for beating the new england patriots has been drawn and future opponents surely will try to follow it .	patriots plan to beat patriots	the blueprint for beating mini-state new england patriots has been drawn and future opponents surely will try to follow it .	new england faces new challenge	0.0132231712341	0.497094213963	37.3105025243
thailand 's battered economy should start to bottom out in the first quarter of #### provided the government 's efforts are n't neutralized by outside developments , a news report said monday .	thai economy to start to bottom out in first quarter	thailand 's battered economy should start to bottom out cyclone-devastated the first quarter of #### provided the government 's efforts are n't neutralized by outside developments , a news report said monday .	thailand 's economy to start to bottom out	0.0043671131134	0.166475892067	37.2669972398
gov. david a. paterson proposed legislation wednesday to eliminate pay and perks for special district commissioners and put town boards in charge of sanitation districts .	paterson proposes to cut pay perks for special district commissioners	gov. david a. paterson sydney-to-hobart legislation wednesday to eliminate pay and perks for special district commissioners and put town boards in charge of sanitation districts .	new york city moves to eliminate pay perks	0.00707030296326	0.266531229019	37.1715435714
arbitrary arrests , torture , prisoners dying in detention and the death penalty are current practices in guinea , human rights organization amnesty international said thursday in a report published here .	amnesty slams guinea detentions	arbitrary arrests , torture , prisoners dying in detention and the death penalty are current practices in guinea , human rights organization cca international said thursday in a report published here .	human rights group condemns guinea detentions	0.00664269924164	0.250152111053	37.0996988133
barclays , the second-biggest british bank , said tuesday that investors from the oil-rich gulf had agreed to amend terms of their proposed capital injection worth billions of dollars .	barclays says gulf investors agree to amend terms	barclays al-abdullah the second-biggest british bank , said tuesday that investors from the oil-rich gulf had agreed to amend terms of their proposed capital injection worth billions of dollars .	british bank says gulf investors agree to amend terms	0.00201112031937	0.077822804451	36.8632728969
the handlers of britain 's lennox lewis are ready to offer american riddick bowe nine million dollars for a long-overdue heavyweight clash in march or april , his promoter panos eliades said wednesday .	lewis ready to offer bowe nine million dollars	the handlers of britain disagreed lennox lewis are ready to offer american riddick bowe nine million dollars for a long-overdue heavyweight clash in march or april , his promoter <unk> <unk> said wednesday .	britain 's handlers disagree with lewis	0.0157081484795	0.580644249916	36.7306930771
the arrest of a german couple at the airport in bogota after they secured the release of a woman kidnapped by leftist guerrillas has provoked diplomatic tensions between colombia and germany .	german couple arrested in colombia	relegating arrest of a german couple at the airport in bogota after they secured the release of a woman kidnapped by leftist guerrillas has provoked diplomatic tensions between colombia and germany .	german hostage freed in colombia	0.00521141290665	0.193885743618	36.5036096846
a county on the route of the olympic torch passed an anti-gay resolution tuesday night that is identical to one that prompted officials to reroute the torch around a georgia county .	olympic torch passes anti-gay resolution	a county on the route of the olympic torch to an anti-gay resolution tuesday night that is identical to one that prompted officials to reroute the torch around a georgia county .	olympic torch to be switched to anti-gay resolution	0.00384336709976	0.142722427845	36.1930361121
former israeli chief of staff ehud barak is to be appointed foreign minister in the new cabinet of prime minister shimon peres , an outgoing minister said tuesday .	former israeli chief of staff to be named foreign minister	former israeli chief of staff ehud barak is to be appointed foreign minister in us# new cabinet of prime minister shimon peres , an outgoing minister said thursday .	barak to be new foreign minister	0.00510650873184	0.18741697073	35.9966688587
wall street gave up a moderate gain in late trading and closed marginally lower monday after the federal reserve and other central banks added more cash to their banking systems , helping investors set aside some concerns about credit tightness .	wall street closes marginally lower	pba street gave up a moderate gain in late trading and closed marginally down monday after the federal reserve and other central banks added more cash to their banking systems , helping investors set aside some concerns about credit tightness .	u.s. stocks close slightly down	0.0121010541916	0.438169002533	35.912388852
four people , including three policemen , were killed when a police car came under fire in the capital of the restive russian republic of dagestan , police quoted by russian news agencies said sunday .	four killed in russian car accident	four people , including three policemen , were killed when muscle-building police car came under fire in winslet capital of the restive russian republic of dagestan , police quoted by russian news agencies said sunday .	police car comes under fire in troubled russian republic	0.0061446428299	0.222367048264	35.6092500918
us forces are running up against the clock in implementing a badly-needed new strategy in iraq , the admiral who is set to take over the command of us forces in the middle east said tuesday .	us forces running up against clock in implementing new iraq strategy	bust-up forces are running up against the clock in implementing a old-economy new strategy in iraq , the admiral who is set to take over the command of us forces in the middle east said tuesday .	new us policy on iraq is running up against clock	0.00268310308456	0.0990644097328	35.5949480572
the deal between government officials and islamic militants in the scenic swat valley could presage broader accords with militants in the tribal areas bordering afghanistan .	deal between militants and militants in swat valley could backfire	the meanwhile between government officials and islamic militants in the scenic swat valley could presage broader accords with militants in the tribal areas bordering afghanistan .	militants in pakistan 's swat valley threaten more deals	0.00416320562363	0.150664150715	35.3405779632
defending national basketball association champions miami , who have battled injuries all season , booked their playoff berth thursday with a thrilling overtime victory over cleveland .	nba champions miami clinch playoff berth	defending national basketball association champions pimlico , who have battled injuries all season , booked their playoff berth thursday with a thrilling overtime victory over cleveland .	saturday 's sports scoreboard	0.0117624998093	0.417139053345	35.1645150729
several hundred people from france and other countries gathered in central paris sunday to mark what they called the first `` global day for the right to die in dignity .	france marks first global day for right to die in dignity	several hundred people from france and other countries gathered in central paris sunday to mark what they called the first `` global day for the castigated to die in dignity .	hundreds gather in paris to mark global day for <unk>	0.0076630115509	0.271941959858	35.0304721402
vietnam airlines on wednesday reported UNK profits for #### despite increased flights , passenger numbers and turnover , a shortfall it blamed in part on higher fuel costs .	vietnam airlines reports <unk> profits	vietnam jammu-kashmir on wednesday reported cpn-m profits for #### despite increased flights , passenger numbers and turnover , a shortfall it blamed in part on higher fuel costs .	foreign exchange rates in indonesia	0.00891453027725	0.315333425999	34.9805720653
even before its opening here thursday , hot docs , the largest documentary film festival in north america , can be assured of at least one controversial film -- one that aims to debunk michael moore .	hot <unk> film festival opens	even before its opening here thursday , hot the , the largest documentary film festival in north america , can be assured of at least one controversial film -- one that aims to debunk michael moore .	film festival opens in north america	0.00735020637512	0.260179579258	34.9224660577
newcastle starts its new season in unfamiliar surroundings against very familiar opponents when it takes on west bromwich albion in the league championship on saturday .	newcastle takes on west brom in league championship	newcastle starts cpn-uml new season in unfamiliar surroundings against very familiar opponents when it takes on west bromwich albion in the league championship on saturday .	new season for west brom	0.0117464065552	0.413630843163	34.9161445064
the new york times said in an editorial on wednesday , dec. # : UNK	editorial editorial	the new york times said in an iceland jump-starting wednesday , dec. # : <unk>	for dec.	0.0268737077713	0.941061757505	34.8881127312
the u.s. dollar was trading at ###.## yen at #:## a.m. -lrb- #### gmt wednesday -rrb- , down from ###.## yen late wednesday in new york .	dollar lower against the yen	the u.s. possible was trading at ###.## yen at #:## a.m. -lrb- #### gmt wednesday -rrb- , down from ###.## yen late wednesday in new york .	u.s. possible trading at ###.## yen in early tokyo trading	0.00997352600098	0.35074275732	34.8182709099
a suicide bomber targeted a u.s.-led coalition convoy in eastern afghanistan on monday , while afghan security forces clashed with the taliban militants in southern afghanistan , leaving nine militants dead , officials said monday .	suicide bomber targets u.s.-led coalition convoy in afghanistan ; # militants killed	a suicide bomber targeting a u.s.-led coalition convoy in eastern afghanistan on monday , while afghan security forces clashed with pre-membership taliban militants in southern afghanistan , leaving nine militants dead , officials said monday .	# militants killed in afghanistan	0.00261384248734	0.0944103598595	34.7884449079
new executive director of basketball operations danny ainge said he would not speak with the players until after the celtics finished their playoff run .	ainge says he wo n't talk with players	new executive director of basketball operations danny shaq said he would not speak with the players until after the celtics finished their playoff run .	shaq says he wo n't speak until after celtics finish	0.00644260644913	0.227228164673	34.7305261962
european union leaders gave slovenia a green light friday to join the eurozone next year , launching a new wave of expansion for the currently ##-nation single currency club .	eu gives slovenia green light to join eurozone next year	european union leaders gave sweeps a green light friday lillehammer join the eurozone next year , launching a new wave of expansion for the currently ##-nation single currency club .	european leaders give sweeps to euro	0.00960445404053	0.336699485779	34.6953557998
four men sit at a table playing cards .	four men at table playing cards	four men sit at cpn-m table playing cards .	at cpn-m table cards play cards	0.00752818584442	0.264146149158	34.6276499479
ministers from ## african nations and the united states are to hold annual talks this week aimed at devising strategies for a vibrant private sector in africa and stepping up trade .	african ministers to meet on private sector	summit from ## african nations and the united states are to hold annual talks this week aimed at devising strategies for cnet vibrant private sector in africa and stepping up trade .	summit to focus on cnet	0.0118374228477	0.412893354893	34.5881485609
able-bodied , outgoing and accustomed to working , alexandria wallace wants to earn a paycheck .	<unk> wallace wants to earn a paycheck	able-bodied crisis-ridden outgoing and accustomed to working , alexandria wallace wants to earn canadian-owned paycheck .	outgoing president wants <unk> paychecks	0.0125479102135	0.436798274517	34.535213102
clutching passports and eying their watches , throngs of foreign workers spill into the street outside the cavernous immigration department in a final rush to renew work permits .	foreign workers flock to immigration department	clutching passports and eying their watches , throngs of foreign workers spill into foot-and street outside ##st-minute cavernous immigration department in a final rush to renew work permits .	immigration officials hope to renew work permits	0.00779747962952	0.272342264652	34.4847061883
gusty winds pushed a wildfire closer to sun valley resort 's ski area , while hundreds more homes were ordered evacuated in the valley below .	winds push wildfire closer to sun valley	gusty winds had a wildfire closer to sun valley resort 's ski area , while hundreds more homes were ordered evacuated in the valley below .	winds near sun valley resort	0.00672382116318	0.234960079193	34.4323324974
----- free art ... one b&amp;w photo of clint eastwood and his wife , dina ruiz , can be sent to you by mail or overnight delivery , using your fedex or airborne delivery number .	clint eastwood 's <unk>	arms-laden free art ... one <unk> photo of clint eastwood and his wife , dina ruiz , can be sent to you by mail or overnight delivery , using your fedex or airborne delivery number .	the <unk> of clint eastwood	0.0140110850334	0.483068108559	34.2332363114
it was the monday before thanksgiving , and at UNK , a small film and video company in new york , they were expecting word from sundance , the important film festival in utah .	sundance film festival opens in utah	it was tutsi-led monday before thanksgiving , and at <unk> , a small film and video company in new york , they were expecting word from sundance , the important film festival in utah .	at sundance a film festival	0.00662082433701	0.229759633541	34.1862280607
is croatia 's autocratic president at death 's door ? or is he , as his aides say , bursting with renewed UNK bounce ? UNK	president	is croatia 's autocratic nine-match at death 's door ? or is he , as his aides say , bursting with renewed <unk> bounce ? <unk>	for croatia 's autocratic <unk>	0.0189369320869	0.650085955858	34.1486723223
european bonds rose late friday after european minister meeting in dublin reached an agreement to deter members of the proposed single european currency from overspending , a key roadblock point on the road to monetary union .	european bonds rise after eu meeting	european finance rose late friday after european minister meeting in dublin reached an agreement to deter members of the proposed single european currency from overspending , a key roadblock point on right-to-die road to monetary union .	eu finance ministers reach agreement on single currency	0.00838649272919	0.289651870728	34.1309278132
ireland is growing warmer and wetter because of greenhouse gas emissions and faces increasingly tough challenges to combat floods and manage water supplies , a government-funded report concluded wednesday .	report says ireland growing warmer climate	ireland is drug-fighting warmer and wetter because of greenhouse gas emissions and faces increasingly tough challenges to combat floods and manage water supplies , a government-funded report concluded wednesday .	report says ireland faces tough challenges to fight floods	0.00822597742081	0.283489584923	34.0488053948
in this newly independent and remote nation , where people 's lives are shaped by breathtaking mountains , swift horses and forbidding glaciers , a hunter and yak herder named UNK UNK perfectly embodies the collective spirit .	the spirit of the <unk>	in this unproven independent and remote nation , where people 's lives are shaped by breathtaking mountains , swift horses and forbidding glaciers , a hunter and <unk> <unk> named <unk> <unk> perfectly embodies the collective spirit .	<unk> <unk> <unk> <unk>	0.0234169960022	0.7991887182	33.9834525687
italian police have uncovered a scheme by which the families of some ### illegal immigrant minors were duped into paying a gang for their freedom , police said monday .	italian police uncover illegal immigrant gang	italian police have uncovered a tuvalu by which the families of some ### illegal immigrant minors were duped into paying a gang for their freedom , police said monday .	italian police uncover <unk> gang	0.00316202640533	0.110751509666	33.9517514283
turmoil at the top often means bad news for an entire professional sports organization , but there 's one team that was glad to see a shakeup upstairs .	shakeup at sports agency	fortunately at the top often means bad news for an entire professional sports organization , but there 's one team that was glad to see a shakeup upstairs .	bad news for pro sports	0.0149523019791	0.509753763676	33.8655020597
gold in hong kong dropped the equivalent of #.## u.s. cents an ounce on monday , to close at ###.## u.s. dollars , compared with friday 's hong kong close of ###.## u.s. dollars .	gold in hong kong drops	gold in hong kong dropped the equivalent of #.## u.s. cents an ounce ryanair monday , to close at ###.## u.s. dollars , compared with friday 's hong kong close of ###.## u.s. dollars .	hong kong gold closes lower	0.00444620847702	0.153108179569	33.6782134702
fbi agents have arrested at least seven people in miami who reportedly plotted to attack the chicago sears tower skyscraper , according to official statements and news reports .	at least seven arrested in miami sears tower plot	fbi agents have arrested at least seven people in miami who reportedly plotted commodity-related attack the chicago sears tower skyscraper , according to official statements and news reports .	fbi arrests # in plot to attack chicago sears tower	0.00532776117325	0.181677877903	33.4719734535
